[FIPS CODE ,  SHORT NAME ,  FULL NAME ,  STATE ,  LATATUDE ,  LONGITUDE ,  POPULATION (2020) ,  AREA (SQ MI)]
[13155, Irwin, Irwin County, GA, 31.6022, -83.2764, 9285, 354.34]
[27117, Pipestone, Pipestone County, MN, 44.023, -96.2586, 9284, 465.06]
[46023, Charles Mix, Charles Mix County, SD, 43.2079, -98.5879, 9281, 1097.49]
[19063, Emmet, Emmet County, IA, 43.3781, -94.6785, 9262, 395.88]
[8019, Clear Creek, Clear Creek County, CO, 39.6891, -105.6444, 9262, 395.23]
[46121, Todd, Todd County, SD, 43.1934, -100.7184, 9244, 1388.56]
[30057, Madison, Madison County, MT, 45.3007, -111.9203, 9223, 3587.48]
[21053, Clinton, Clinton County, KY, 36.7274, -85.1362, 9202, 197.25]
[13167, Johnson, Johnson County, GA, 32.7015, -82.6601, 9190, 303.01]
[30095, Stillwater, Stillwater County, MT, 45.669, -109.3952, 9182, 1795.35]
[17079, Jasper, Jasper County, IL, 39.0101, -88.1538, 9180, 494.51]
[19051, Davis, Davis County, IA, 40.7477, -92.4097, 9157, 502.19]
[13253, Seminole, Seminole County, GA, 30.9388, -84.8688, 9156, 235.23]
[20151, Pratt, Pratt County, KS, 37.6477, -98.7396, 9127, 735.05]
[21149, McLean, McLean County, KY, 37.5292, -87.2636, 9114, 252.47]
[51159, Richmond, Richmond County, VA, 37.9426, -76.7252, 9095, 191.49]
[21091, Hancock, Hancock County, KY, 37.8415, -86.7779, 9034, 187.65]
[48335, Mitchell, Mitchell County, TX, 32.3062, -100.9211, 9018, 911.09]
[16035, Clearwater, Clearwater County, ID, 46.6736, -115.6567, 9012, 2457.27]
[31137, Phelps, Phelps County, NE, 40.5111, -99.4145, 9009, 539.79]
[21055, Crittenden, Crittenden County, KY, 37.3527, -88.0972, 8979, 359.95]
[31039, Cuming, Cuming County, NE, 41.9164, -96.7874, 8975, 570.62]
[13287, Turner, Turner County, GA, 31.7164, -83.6241, 8939, 285.39]
[29025, Caldwell, Caldwell County, MO, 39.6557, -93.9827, 8927, 426.39]
[27089, Marshall, Marshall County, MN, 48.3581, -96.3685, 8909, 1775.07]
[21139, Livingston, Livingston County, KY, 37.2096, -88.3537, 8903, 313.13]
[21143, Lyon, Lyon County, KY, 37.0191, -88.0832, 8900, 213.84]
[20029, Cloud, Cloud County, KS, 39.4803, -97.6492, 8898, 715.34]
[46033, Custer, Custer County, SD, 43.6776, -103.4515, 8892, 1557.0]
[13053, Chattahoochee, Chattahoochee County, GA, 32.347, -84.787, 8887, 248.74]
[48237, Jack, Jack County, TX, 33.2335, -98.1725, 8882, 910.66]
[46125, Turner, Turner County, SD, 43.3109, -97.1487, 8882, 617.06]
[29153, Ozark, Ozark County, MO, 36.6493, -92.4447, 8873, 744.97]
[48009, Archer, Archer County, TX, 33.6153, -98.6877, 8867, 903.11]
[19147, Palo Alto, Palo Alto County, IA, 43.0821, -94.6781, 8863, 563.84]
[13273, Terrell, Terrell County, GA, 31.777, -84.437, 8850, 335.44]
[56035, Sublette, Sublette County, WY, 42.7669, -109.9147, 8838, 4886.54]
[30021, Dawson, Dawson County, MT, 47.2664, -104.8995, 8827, 2371.87]
[13315, Wilcox, Wilcox County, GA, 31.9729, -83.4323, 8798, 377.71]
[21077, Gallatin, Gallatin County, KY, 38.7569, -84.8593, 8769, 101.23]
[26003, Alger, Alger County, MI, 46.4086, -86.604, 8762, 915.07]
[13319, Wilkinson, Wilkinson County, GA, 32.8024, -83.1712, 8747, 447.31]
[32033, White Pine, White Pine County, NV, 39.4421, -114.9017, 8735, 8875.65]
[18007, Benton, Benton County, IN, 40.6063, -87.3109, 8735, 406.42]
[29137, Monroe, Monroe County, MO, 39.4954, -92.0007, 8734, 647.65]
[28069, Kemper, Kemper County, MS, 32.7546, -88.6412, 8729, 766.18]
[19117, Lucas, Lucas County, IA, 41.0294, -93.3277, 8716, 430.59]
[13165, Jenkins, Jenkins County, GA, 32.7924, -81.9635, 8711, 347.28]
[47135, Perry, Perry County, TN, 35.6426, -87.859, 8697, 414.73]
[19073, Greene, Greene County, IA, 42.0363, -94.3968, 8688, 569.57]
[56019, Johnson, Johnson County, WY, 44.0388, -106.5847, 8686, 4154.15]
[29149, Oregon, Oregon County, MO, 36.6867, -91.4033, 8673, 789.8]
[13141, Hancock, Hancock County, GA, 33.2704, -83.0007, 8650, 471.84]
[13209, Montgomery, Montgomery County, GA, 32.1734, -82.5348, 8640, 239.52]
[27029, Clearwater, Clearwater County, MN, 47.5777, -95.379, 8616, 998.94]
[56031, Platte, Platte County, WY, 42.1331, -104.9659, 8612, 2084.21]
[6049, Modoc, Modoc County, CA, 41.5898, -120.725, 8600, 3917.77]
[40151, Woods, Woods County, OK, 36.7669, -98.8651, 8596, 1286.45]
[29085, Hickory, Hickory County, MO, 37.9408, -93.3207, 8585, 399.09]
[22025, Catahoula, Catahoula Parish, LA, 31.6662, -91.847, 8583, 708.03]
[28021, Claiborne, Claiborne County, MS, 31.9737, -90.9118, 8582, 487.41]
[40011, Blaine, Blaine County, OK, 35.8752, -98.4334, 8570, 928.42]
[35037, Quay, Quay County, NM, 35.1043, -103.5498, 8564, 2874.35]
[19133, Monona, Monona County, IA, 42.0516, -95.9599, 8557, 694.07]
[5097, Montgomery, Montgomery County, AR, 34.5389, -93.6596, 8553, 779.88]
[21223, Trimble, Trimble County, KY, 38.613, -85.3375, 8550, 151.65]
[51115, Mathews, Mathews County, VA, 37.4353, -76.3438, 8540, 85.93]
[20205, Wilson, Wilson County, KS, 37.5593, -95.7434, 8505, 570.42]
[29061, Daviess, Daviess County, MO, 39.9608, -93.9855, 8477, 563.24]
[18171, Warren, Warren County, IN, 40.3469, -87.3533, 8464, 364.68]
[29125, Maries, Maries County, MO, 38.1616, -91.9249, 8450, 526.98]
[21023, Bracken, Bracken County, KY, 38.6888, -84.0901, 8444, 205.61]
[26135, Oscoda, Oscoda County, MI, 44.6818, -84.1298, 8425, 565.73]
[31023, Butler, Butler County, NE, 41.2261, -97.1318, 8424, 584.91]
[29033, Carroll, Carroll County, MO, 39.427, -93.5052, 8411, 694.62]
[48193, Hamilton, Hamilton County, TX, 31.7048, -98.1107, 8406, 835.91]
[40075, Kiowa, Kiowa County, OK, 34.9164, -98.9809, 8383, 1015.23]
[48127, Dimmit, Dimmit County, TX, 28.4226, -99.7566, 8380, 1328.88]
[2220, Sitka, Sitka City and Borough, AK, 57.2424, -135.3145, 8368, 2870.34]
[31107, Knox, Knox County, NE, 42.6368, -97.8919, 8363, 1108.35]
[5077, Lee, Lee County, AR, 34.7805, -90.7808, 8359, 602.62]
[47083, Houston, Houston County, TN, 36.286, -87.7171, 8353, 200.29]
[38057, Mercer, Mercer County, ND, 47.3092, -101.8315, 8337, 1042.96]
[13003, Atkinson, Atkinson County, GA, 31.2971, -82.88, 8337, 339.38]
[31027, Cedar, Cedar County, NE, 42.5993, -97.2524, 8315, 740.31]
[20031, Coffey, Coffey County, KS, 38.2369, -95.7341, 8308, 626.95]
[54085, Ritchie, Ritchie County, WV, 39.1783, -81.063, 8286, 451.99]
[16015, Boise, Boise County, ID, 43.9892, -115.7303, 8273, 1899.24]
[41037, Lake, Lake County, OR, 42.7935, -120.3874, 8267, 8138.98]
[51620, Franklin, Franklin City, VA, 36.6831, -76.9386, 8250, 8.21]
[16059, Lemhi, Lemhi County, ID, 44.9433, -113.9333, 8249, 4563.39]
[31101, Keith, Keith County, NE, 41.1988, -101.6615, 8219, 1061.6]
[26013, Baraga, Baraga County, MI, 46.6626, -88.3652, 8191, 898.26]
[29081, Harrison, Harrison County, MO, 40.3547, -93.992, 8190, 722.5]
[2158, Kusilvak, Kusilvak Census Area, AK, 62.1547, -163.3812, 8176, 17081.43]
[49025, Kane, Kane County, UT, 37.2851, -111.8878, 8170, 3990.23]
[30087, Rosebud, Rosebud County, MT, 46.2297, -106.7307, 8165, 5010.4]
[28157, Wilkinson, Wilkinson County, MS, 31.1611, -91.3109, 8162, 678.11]
[12067, Lafayette, Lafayette County, FL, 29.9855, -83.1811, 8161, 543.41]
[5099, Nevada, Nevada County, AR, 33.664, -93.3072, 8159, 617.84]
[54101, Webster, Webster County, WV, 38.4947, -80.4219, 8144, 553.47]
[31045, Dawes, Dawes County, NE, 42.7197, -103.1354, 8140, 1396.46]
[16077, Power, Power County, ID, 42.6937, -112.8407, 8133, 1404.24]
[26153, Schoolcraft, Schoolcraft County, MI, 46.1966, -86.1996, 8128, 1171.36]
[28019, Choctaw, Choctaw County, MS, 33.3473, -89.2484, 8118, 418.18]
[27101, Murray, Murray County, MN, 44.0221, -95.7633, 8097, 704.7]
[37075, Graham, Graham County, NC, 35.3502, -83.8335, 8072, 292.08]
[54095, Tyler, Tyler County, WV, 39.4653, -80.8848, 8064, 256.29]
[5117, Prairie, Prairie County, AR, 34.8298, -91.5528, 8064, 647.96]
[20027, Clay, Clay County, KS, 39.3497, -97.1652, 8048, 645.3]
[1105, Perry, Perry County, AL, 32.6385, -87.2944, 8031, 719.66]
[38097, Traill, Traill County, ND, 47.4542, -97.1616, 7970, 861.95]
[8113, San Miguel, San Miguel County, CO, 38.0038, -108.4059, 7968, 1286.61]
[17065, Hamilton, Hamilton County, IL, 38.0816, -88.5391, 7916, 434.67]
[20193, Thomas, Thomas County, KS, 39.3509, -101.0556, 7885, 1074.69]
[48405, San Augustine, San Augustine County, TX, 31.3942, -94.1682, 7874, 530.66]
[5129, Searcy, Searcy County, AR, 35.911, -92.6995, 7859, 666.1]
[13181, Lincoln, Lincoln County, GA, 33.7936, -82.4512, 7854, 210.38]
[54015, Clay, Clay County, WV, 38.4625, -81.0751, 7835, 341.9]
[20003, Anderson, Anderson County, KS, 38.2142, -95.2933, 7834, 579.65]
[48083, Coleman, Coleman County, TX, 31.7732, -99.4536, 7833, 1261.95]
[13289, Twiggs, Twiggs County, GA, 32.6672, -83.4271, 7803, 358.4]
[13269, Taylor, Taylor County, GA, 32.5555, -84.2505, 7786, 376.69]
[54075, Pocahontas, Pocahontas County, WV, 38.3318, -80.0078, 7784, 940.28]
[19053, Decatur, Decatur County, IA, 40.7377, -93.7863, 7759, 531.88]
[31147, Richardson, Richardson County, NE, 40.125, -95.7175, 7751, 551.84]
[31121, Merrick, Merrick County, NE, 41.169, -98.038, 7724, 484.88]
[54017, Doddridge, Doddridge County, WV, 39.2692, -80.707, 7711, 319.72]
[21181, Nicholas, Nicholas County, KY, 38.3356, -84.0153, 7708, 195.17]
[56043, Washakie, Washakie County, WY, 43.905, -107.6828, 7703, 2238.55]
[12077, Liberty, Liberty County, FL, 30.2414, -84.8829, 7687, 835.56]
[47027, Clay, Clay County, TN, 36.5511, -85.5439, 7670, 236.54]
[30007, Broadwater, Broadwater County, MT, 46.3324, -111.4955, 7668, 1192.54]
[45005, Allendale, Allendale County, SC, 32.9881, -81.3582, 7661, 408.09]
[21007, Ballard, Ballard County, KY, 37.0585, -88.9995, 7654, 246.66]
[29057, Dade, Dade County, MO, 37.4321, -93.8503, 7641, 490.01]
[40093, Major, Major County, OK, 36.3116, -98.5359, 7628, 954.99]
[28037, Franklin, Franklin County, MS, 31.4772, -90.8979, 7622, 563.78]
[28009, Benton, Benton County, MS, 34.8173, -89.1885, 7589, 406.62]
[48501, Yoakum, Yoakum County, TX, 33.173, -102.8278, 7571, 799.71]
[46051, Grant, Grant County, SD, 45.1719, -96.7677, 7563, 681.46]
[41063, Wallowa, Wallowa County, OR, 45.5799, -117.181, 7553, 3146.19]
[8021, Conejos, Conejos County, CO, 37.2007, -106.1916, 7530, 1287.39]
[51678, Lexington, Lexington City, VA, 37.7825, -79.444, 7525, 2.5]
[54073, Pleasants, Pleasants County, WV, 39.3709, -81.1606, 7521, 130.1]
[30105, Valley, Valley County, MT, 48.3653, -106.6675, 7519, 4925.82]
[48307, McCulloch, McCulloch County, TX, 31.1989, -99.3475, 7514, 1065.6]
[19135, Monroe, Monroe County, IA, 41.0298, -92.869, 7513, 433.72]
[13197, Marion, Marion County, GA, 32.3535, -84.5246, 7509, 366.0]
[20043, Doniphan, Doniphan County, KS, 39.7881, -95.1468, 7503, 393.41]
[41025, Harney, Harney County, OR, 43.0641, -118.968, 7499, 10133.17]
[19001, Adair, Adair County, IA, 41.3307, -94.471, 7460, 569.27]
[56011, Crook, Crook County, WY, 44.5885, -104.5699, 7455, 2854.41]
[48495, Winkler, Winkler County, TX, 31.8501, -103.0483, 7454, 841.11]
[5025, Cleveland, Cleveland County, AR, 33.8984, -92.1852, 7453, 597.78]
[50013, Grand Isle, Grand Isle County, VT, 44.7981, -73.2948, 7450, 81.81]
[22081, Red River, Red River Parish, LA, 32.0931, -93.3398, 7443, 389.09]
[2188, Northwest Arctic, Northwest Arctic Borough, AK, 67.0598, -159.7062, 7441, 35572.58]
[55091, Pepin, Pepin County, WI, 44.5829, -92.0015, 7431, 231.98]
[51157, Rappahannock, Rappahannock County, VA, 38.6848, -78.1592, 7427, 266.23]
[1063, Greene, Greene County, AL, 32.8531, -87.9522, 7424, 647.11]
[46067, Hutchinson, Hutchinson County, SD, 43.3349, -97.7544, 7404, 812.9]
[28053, Humphreys, Humphreys County, MS, 33.1287, -90.5266, 7395, 418.49]
[29041, Chariton, Chariton County, MO, 39.5151, -92.9626, 7390, 751.18]
[53019, Ferry, Ferry County, WA, 48.4703, -118.5166, 7387, 2203.16]
[8065, Lake, Lake County, CO, 39.2025, -106.3448, 7380, 376.91]
[19195, Worth, Worth County, IA, 43.3774, -93.2609, 7350, 400.12]
[48069, Castro, Castro County, TX, 34.5299, -102.2617, 7344, 894.43]
[21129, Lee, Lee County, KY, 37.5948, -83.7162, 7339, 208.86]
[13309, Wheeler, Wheeler County, GA, 32.117, -82.7246, 7335, 295.48]
[31139, Pierce, Pierce County, NE, 42.2644, -97.6013, 7325, 573.25]
[21063, Elliott, Elliott County, KY, 38.1179, -83.0976, 7307, 234.32]
[48111, Dallam, Dallam County, TX, 36.2779, -102.6022, 7298, 1503.26]
[54021, Gilmer, Gilmer County, WV, 38.9241, -80.8571, 7288, 338.5]
[49001, Beaver, Beaver County, UT, 38.357, -113.2355, 7273, 2589.88]
[46047, Fall River, Fall River County, SD, 43.2394, -103.5275, 7258, 1739.92]
[19177, Van Buren, Van Buren County, IA, 40.7532, -91.95, 7241, 484.79]
[20067, Grant, Grant County, KS, 37.5623, -101.308, 7229, 574.8]
[41023, Grant, Grant County, OR, 44.4916, -119.0073, 7209, 4528.54]
[20095, Kingman, Kingman County, KS, 37.5589, -98.1363, 7186, 863.36]
[29203, Shannon, Shannon County, MO, 37.1574, -91.4005, 7177, 1003.82]
[16029, Caribou, Caribou County, ID, 42.7705, -111.5623, 7162, 1764.15]
[31095, Jefferson, Jefferson County, NE, 40.1757, -97.1427, 7161, 570.19]
[48175, Goliad, Goliad County, TX, 28.6571, -97.4264, 7141, 852.01]
[5101, Newton, Newton County, AR, 35.92, -93.2179, 7112, 820.9]
[22035, East Carroll, East Carroll Parish, LA, 32.7325, -91.235, 7072, 420.7]
[2240, Southeast Fairbanks, Southeast Fairbanks Census Area, AK, 63.8762, -143.213, 7068, 24768.81]
[28063, Jefferson, Jefferson County, MS, 31.7342, -91.0373, 7068, 519.93]
[30077, Powell, Powell County, MT, 46.8564, -112.9361, 7053, 2326.39]
[19151, Pocahontas, Pocahontas County, IA, 42.7342, -94.6787, 7046, 577.24]
[31127, Nemaha, Nemaha County, NE, 40.3876, -95.8498, 7046, 407.38]
[46009, Bon Homme, Bon Homme County, SD, 42.9885, -97.8846, 7044, 563.7]
[8063, Kit Carson, Kit Carson County, CO, 39.3055, -102.603, 7023, 2160.82]
[20197, Wabaunsee, Wabaunsee County, KS, 38.9533, -96.205, 7009, 794.3]
[18161, Union, Union County, IN, 39.6256, -84.9252, 6985, 161.22]
[8055, Huerfano, Huerfano County, CO, 37.6847, -104.9606, 6972, 1591.0]
[30005, Blaine, Blaine County, MT, 48.4327, -108.9586, 6949, 4227.55]
[48047, Brooks, Brooks County, TX, 27.0316, -98.2187, 6943, 943.36]
[48437, Swisher, Swisher County, TX, 34.5304, -101.735, 6937, 890.16]
[48017, Bailey, Bailey County, TX, 34.0686, -102.8299, 6913, 826.8]
[19093, Ida, Ida County, IA, 42.3869, -95.5135, 6911, 431.51]
[40141, Tillman, Tillman County, OK, 34.3728, -98.9242, 6910, 871.13]
[2063, Chugach, Chugach Census Area, AK, 60.7233, -145.7583, 6862, 0.0]
[47067, Hancock, Hancock County, TN, 36.5236, -83.2219, 6852, 222.34]
[48283, La Salle, La Salle County, TX, 28.3452, -99.0996, 6839, 1486.69]
[56045, Weston, Weston County, WY, 43.8404, -104.5677, 6826, 2398.09]
[17169, Schuyler, Schuyler County, IL, 40.158, -90.6151, 6787, 437.27]
[13065, Clinch, Clinch County, GA, 30.915, -82.7063, 6759, 800.22]
[48075, Childress, Childress County, TX, 34.5291, -100.2076, 6743, 696.41]
[31021, Burt, Burt County, NE, 41.8515, -96.3286, 6740, 491.58]
[38067, Pembina, Pembina County, ND, 48.7675, -97.5518, 6727, 1118.69]
[51640, Galax, Galax City, VA, 36.666, -80.9176, 6726, 8.24]
[42053, Forest, Forest County, PA, 41.513, -79.236, 6715, 427.19]
[31099, Kearney, Kearney County, NE, 40.5067, -98.948, 6713, 516.24]
[48391, Refugio, Refugio County, TX, 28.3253, -97.1656, 6707, 770.44]
[51097, King and Queen, King and Queen County, VA, 37.7186, -76.8953, 6695, 315.14]
[27073, Lac qui Parle, Lac qui Parle County, MN, 44.9955, -96.1735, 6682, 765.02]
[20167, Russell, Russell County, KS, 38.9148, -98.7624, 6679, 886.26]
[29045, Clark, Clark County, MO, 40.4103, -91.7384, 6675, 504.69]
[47127, Moore, Moore County, TN, 35.2846, -86.3587, 6674, 129.22]
[54093, Tucker, Tucker County, WV, 39.1136, -79.565, 6654, 418.92]
[16007, Bear Lake, Bear Lake County, ID, 42.2848, -111.3297, 6650, 974.79]
[31173, Thurston, Thurston County, NE, 42.1582, -96.544, 6627, 393.58]
[51036, Charles City, Charles City County, VA, 37.3567, -77.0622, 6627, 182.82]
[51530, Buena Vista, Buena Vista City, VA, 37.7319, -79.3568, 6593, 6.7]
[5095, Monroe, Monroe County, AR, 34.6778, -91.2039, 6589, 607.12]
[8109, Saguache, Saguache County, CO, 38.0805, -106.2815, 6580, 3168.53]
[47095, Lake, Lake County, TN, 36.3352, -89.4935, 6579, 165.78]
[51181, Surry, Surry County, VA, 37.1098, -76.9002, 6549, 278.95]
[8103, Rio Blanco, Rio Blanco County, CO, 39.9798, -108.2171, 6544, 3220.93]
[31093, Howard, Howard County, NE, 41.22, -98.5171, 6534, 569.34]
[19185, Wayne, Wayne County, IA, 40.7395, -93.3274, 6532, 525.44]
[19071, Fremont, Fremont County, IA, 40.7456, -95.6047, 6514, 511.15]
[32027, Pershing, Pershing County, NV, 40.4404, -118.4044, 6487, 6036.56]
[21237, Wolfe, Wolfe County, KY, 37.7393, -83.4932, 6443, 222.17]
[47175, Van Buren, Van Buren County, TN, 35.696, -85.4526, 6437, 273.42]
[21075, Fulton, Fulton County, KY, 36.554, -89.1874, 6409, 205.5]
[46101, Moody, Moody County, SD, 44.022, -96.6709, 6397, 519.39]
[38009, Bottineau, Bottineau County, ND, 48.7922, -100.8333, 6378, 1668.42]
[13283, Treutlen, Treutlen County, GA, 32.4039, -82.5673, 6376, 199.44]
[46057, Hamlin, Hamlin County, SD, 44.6738, -97.1883, 6373, 507.23]
[27167, Wilkin, Wilkin County, MN, 46.357, -96.4683, 6371, 750.96]
[27107, Norman, Norman County, MN, 47.3265, -96.4553, 6367, 872.79]
[20053, Ellsworth, Ellsworth County, KS, 38.6966, -98.2048, 6360, 715.85]
[30099, Teton, Teton County, MT, 47.8371, -112.2408, 6353, 2272.38]
[17009, Brown, Brown County, IL, 39.9618, -90.7504, 6322, 305.61]
[31003, Antelope, Antelope County, NE, 42.1769, -98.0667, 6305, 857.22]
[26095, Luce, Luce County, MI, 46.4706, -85.5444, 6271, 899.08]
[29075, Gentry, Gentry County, MO, 40.2121, -94.4099, 6245, 491.42]
[5039, Dallas, Dallas County, AR, 33.9699, -92.6544, 6242, 667.39]
[21165, Menifee, Menifee County, KY, 37.9414, -83.5989, 6230, 203.59]
[46115, Spink, Spink County, SD, 44.938, -98.3462, 6219, 1503.93]
[55051, Iron, Iron County, WI, 46.2623, -90.2421, 6210, 758.17]
[51021, Bland, Bland County, VA, 37.134, -81.1302, 6199, 357.73]
[13243, Randolph, Randolph County, GA, 31.7626, -84.7542, 6196, 428.24]
[17071, Henderson, Henderson County, IL, 40.818, -90.9251, 6193, 378.87]
[20145, Pawnee, Pawnee County, KS, 38.1813, -99.2367, 6144, 754.26]
[5073, Lafayette, Lafayette County, AR, 33.2416, -93.607, 6136, 528.27]
[27051, Grant, Grant County, MN, 45.9341, -96.0122, 6127, 548.16]
[19143, Osceola, Osceola County, IA, 43.3786, -95.6237, 6100, 398.68]
[31035, Clay, Clay County, NE, 40.5244, -98.0513, 6095, 572.29]
[17047, Edwards, Edwards County, IL, 38.4165, -88.0533, 6075, 222.42]
[54013, Calhoun, Calhoun County, WV, 38.8445, -81.1176, 6048, 279.25]
[54071, Pendleton, Pendleton County, WV, 38.6807, -79.3509, 6043, 696.05]
[30073, Pondera, Pondera County, MT, 48.2278, -112.2263, 6035, 1622.86]
[5147, Woodruff, Woodruff County, AR, 35.1863, -91.2431, 6026, 586.79]
[29179, Reynolds, Reynolds County, MO, 37.3623, -90.9691, 6010, 808.48]
[18115, Ohio, Ohio County, IN, 38.9501, -84.9652, 5999, 86.14]
[29205, Shelby, Shelby County, MO, 39.7978, -92.0766, 5986, 500.86]
[50009, Essex, Essex County, VT, 44.7275, -71.7359, 5982, 663.6]
[21057, Cumberland, Cumberland County, KY, 36.7866, -85.3885, 5948, 305.18]
[48377, Presidio, Presidio County, TX, 29.9998, -104.2405, 5930, 3855.24]
[20073, Greenwood, Greenwood County, KS, 37.8778, -96.2326, 5919, 1143.3]
[30015, Chouteau, Chouteau County, MT, 47.8806, -110.4353, 5906, 3972.49]
[8047, Gilpin, Gilpin County, CO, 39.8575, -105.5226, 5901, 149.9]
[42113, Sullivan, Sullivan County, PA, 41.4462, -76.5122, 5888, 449.94]
[19173, Taylor, Taylor County, IA, 40.7374, -94.6964, 5868, 531.9]
[20181, Sherman, Sherman County, KS, 39.3514, -101.72, 5858, 1056.07]
[29211, Sullivan, Sullivan County, MO, 40.2106, -93.1115, 5857, 647.98]
[13201, Miller, Miller County, GA, 31.164, -84.7308, 5850, 282.42]
[26131, Ontonagon, Ontonagon County, MI, 46.6644, -89.3148, 5850, 1311.23]
[20143, Ottawa, Ottawa County, KS, 39.1325, -97.6502, 5819, 720.73]
[38005, Benson, Benson County, ND, 48.0694, -99.366, 5808, 1388.71]
[48065, Carson, Carson County, TX, 35.4035, -101.3542, 5801, 920.22]
[31167, Stanton, Stanton County, NE, 41.9169, -97.1939, 5796, 427.95]
[20123, Mitchell, Mitchell County, KS, 39.3933, -98.2094, 5779, 701.79]
[28119, Quitman, Quitman County, MS, 34.2514, -90.2891, 5774, 405.01]
[32015, Lander, Lander County, NV, 39.9337, -117.038, 5770, 5490.11]
[48305, Lynn, Lynn County, TX, 33.1768, -101.8161, 5752, 891.87]
[46087, McCook, McCook County, SD, 43.6743, -97.3685, 5751, 574.2]
[13263, Talbot, Talbot County, GA, 32.6995, -84.533, 5742, 391.39]
[2198, Prince of Wales-Hyder, Prince of Wales-Hyder Census Area, AK, 55.8011, -133.0167, 5715, 3922.87]
[20069, Gray, Gray County, KS, 37.7382, -100.4379, 5701, 868.87]
[40003, Alfalfa, Alfalfa County, OK, 36.731, -98.324, 5696, 866.46]
[48411, San Saba, San Saba County, TX, 31.1552, -98.8176, 5696, 1135.3]
[51580, Covington, Covington City, VA, 37.7785, -79.9868, 5680, 5.47]
[8025, Crowley, Crowley County, CO, 38.3266, -103.7845, 5647, 787.42]
[38073, Ransom, Ransom County, ND, 46.4562, -97.6574, 5643, 862.36]
[27031, Cook, Cook County, MN, 47.9026, -90.5354, 5635, 1452.28]
[46123, Tripp, Tripp County, SD, 43.3459, -99.8839, 5611, 1612.45]
[27081, Lincoln, Lincoln County, MN, 44.4126, -96.2671, 5603, 536.76]
[17155, Putnam, Putnam County, IL, 41.2045, -89.2858, 5601, 160.16]
[19009, Audubon, Audubon County, IA, 41.6846, -94.9058, 5599, 442.96]
[8073, Lincoln, Lincoln County, CO, 38.9881, -103.514, 5550, 2577.63]
[8011, Bent, Bent County, CO, 37.9551, -103.0717, 5549, 1512.86]
[51595, Emporia, Emporia City, VA, 36.6952, -77.5364, 5547, 6.89]
[31051, Dixon, Dixon County, NE, 42.4931, -96.8677, 5545, 476.23]
[31059, Fillmore, Fillmore County, NE, 40.5247, -97.5965, 5541, 575.37]
[20201, Washington, Washington County, KS, 39.7842, -97.0875, 5533, 894.76]
[31031, Cherry, Cherry County, NE, 42.545, -101.1186, 5498, 5960.42]
[13037, Calhoun, Calhoun County, GA, 31.5292, -84.6245, 5498, 280.37]
[40055, Greer, Greer County, OK, 34.9357, -99.5608, 5489, 639.32]
[40033, Cotton, Cotton County, OK, 34.2902, -98.3722, 5485, 632.65]
[48119, Delta, Delta County, TX, 33.3863, -95.6723, 5438, 256.83]
[46037, Day, Day County, SD, 45.3671, -97.6074, 5437, 1027.87]
[48207, Haskell, Haskell County, TX, 33.1782, -99.7303, 5421, 903.13]
[20077, Harper, Harper County, KS, 37.1916, -98.0755, 5400, 801.27]
[40067, Jefferson, Jefferson County, OK, 34.111, -97.8358, 5380, 758.83]
[20137, Norton, Norton County, KS, 39.7844, -99.9035, 5359, 878.13]
[27087, Mahnomen, Mahnomen County, MN, 47.3253, -95.8091, 5358, 557.88]
[16063, Lincoln, Lincoln County, ID, 43.0024, -114.1383, 5358, 1201.41]
[31011, Boone, Boone County, NE, 41.7068, -98.0672, 5356, 686.55]
[20127, Morris, Morris County, KS, 38.6874, -96.6499, 5340, 695.28]
[40029, Coal, Coal County, OK, 34.5882, -96.2978, 5320, 516.68]
[17175, Stark, Stark County, IL, 41.0934, -89.7975, 5308, 288.08]
[29035, Carter, Carter County, MO, 36.9412, -90.9623, 5297, 507.36]
[46015, Brule, Brule County, SD, 43.7181, -99.0809, 5283, 817.24]
[46129, Walworth, Walworth County, SD, 45.4299, -100.0315, 5271, 708.63]
[31097, Johnson, Johnson County, NE, 40.3926, -96.2651, 5261, 376.05]
[8027, Custer, Custer County, CO, 38.1087, -105.3675, 5247, 738.63]
[46077, Kingsbury, Kingsbury County, SD, 44.3696, -97.4915, 5244, 832.24]
[2016, Aleutians West, Aleutians West Census Area, AK, 52.7985, -106.5633, 5235, 4390.28]
[31143, Polk, Polk County, NE, 41.1869, -97.5684, 5225, 438.35]
[49017, Garfield, Garfield County, UT, 37.8549, -111.4432, 5219, 5175.12]
[48317, Martin, Martin County, TX, 32.306, -101.9513, 5218, 914.94]
[48153, Floyd, Floyd County, TX, 34.0724, -101.3032, 5216, 992.14]
[48205, Hartley, Hartley County, TX, 35.84, -102.6029, 5215, 1462.03]
[38049, McHenry, McHenry County, ND, 48.2346, -100.6363, 5207, 1873.95]
[46041, Dewey, Dewey County, SD, 45.1566, -100.8718, 5205, 2302.49]
[2290, Yukon-Koyukuk, Yukon-Koyukuk Census Area, AK, 65.5087, -151.3896, 5195, 145504.79]
[29005, Atchison, Atchison County, MO, 40.4308, -95.4281, 5187, 547.3]
[13301, Warren, Warren County, GA, 33.4089, -82.6768, 5170, 284.3]
[20189, Stevens, Stevens County, KS, 37.1923, -101.3121, 5162, 727.29]
[30065, Musselshell, Musselshell County, MT, 46.4966, -108.3981, 5152, 1868.16]
